url,name,description
https://courses.illinois.edu/schedule/terms/MATH/285,MATH 285   Intro Differential Equations   credit: 3 Hours. ,"
Techniques and applications of ordinary differential equations, including Fourier series and boundary value problems, and an introduction to partial differential equations. Intended for engineering majors and others who require a working knowledge of differential equations. Credit is not given for both MATH 285 and any of MATH 284, MATH 286, MATH 441. Prerequisite: MATH 241.This course satisfies the General Education Criteria for:Quantitative Reasoning II"
https://courses.illinois.edu/schedule/terms/MATH/286,MATH 286   Intro to Differential Eq Plus   credit: 4 Hours. ,"
Techniques and applications of ordinary differential equations, including Fourier series and boundary value problems, linear systems of differential equations, and an introduction to partial differential equations. Covers all the MATH 285 plus linear systems. Intended for engineering majors and other who require a working knowledge of differential equations. Credit is not given for both MATH 286 and any of MATH 284, MATH 285, MATH 441. Prerequisite: MATH 241.This course satisfies the General Education Criteria for:Quantitative Reasoning II"
https://courses.illinois.edu/schedule/terms/MATH/292,MATH 292   Vector Calculus Supplement   credit: 2 Hours. ,"
Course in multivariable calculus. Topics include gradient, divergence, and curl; line and surface integrals; and the theorems of Green, Stokes, and Gauss. Intended for transfer students whose multivariable calculus course did not include the integral theorems of vector calculus. Credit is not given for both MATH 292 and MATH 241. Prerequisite: Consent of instructor.
"
https://courses.illinois.edu/schedule/terms/MATH/299,MATH 299   Topics in Mathematics   credit: 1 to 4 Hours. ,"
Topics course; see Class Schedule or department office for current topics. May be repeated in the same or subsequent semesters to a maximum of 8 hours. Prerequisite: MATH 220 or MATH 221; consent of instructor.
"
https://courses.illinois.edu/schedule/terms/MATH/347,MATH 347   Fundamental Mathematics   credit: 3 Hours. ,"
Fundamental ideas used in many areas of mathematics. Topics will include: techniques of proof, mathematical induction, binomial coefficients, rational and irrational numbers, the least upper bound axiom for real numbers, and a rigorous treatment of convergence of sequences and series. This will be supplemented by the instructor from topics available in the various texts. Students will regularly write proofs emphasizing precise reasoning and clear exposition. Credit is not given for both MATH 347 and MATH 348. Prerequisite: MATH 231.This course satisfies the General Education Criteria for:Quantitative Reasoning II"
https://courses.illinois.edu/schedule/terms/MATH/348,MATH 348   Fundamental Mathematics-ACP   credit: 4 Hours. ,"
Course is identical to MATH 347 except for the additional writing component. Credit is not given for both MATH 348 and MATH 347. Prerequisite: MATH 231 and completion of the campus Composition I general education requirement.This course satisfies the General Education Criteria for:Advanced CompositionQuantitative Reasoning II"
https://courses.illinois.edu/schedule/terms/MATH/357,MATH 357   Numerical Methods I   credit: 3 Hours. ,"
Same as CS 357. See CS 357.
"
https://courses.illinois.edu/schedule/terms/MATH/362,MATH 362   Probability with Engrg Applic   credit: 3 Hours. ,"
Same as ECE 313. See ECE 313.
"
https://courses.illinois.edu/schedule/terms/MATH/390,MATH 390   Individual Study   credit: 0 to 3 Hours. ,"
Guided individual study of advanced topics not covered in other courses. May be repeated to a maximum of 8 hours. Approved for both letter and S/U grading. Prerequisite: Consent of instructor.
"
https://courses.illinois.edu/schedule/terms/MATH/399,MATH 399   Math/Actuarial Internship   credit: 0 Hours. ,"
Full-time or part-time practice of math or actuarial science in an off-campus government, industrial, or research laboratory environment. Summary report required. Approved for S/U grading only. May be repeated in separate terms. Prerequisite: After obtaining an internship, Mathematics majors must request entry from the Mathematics Director of Undergraduate Studies; Actuarial Science majors must request entry from the Director of the Actuarial Science Program.This course satisfies the General Education Criteria for:UIUC: Ugrad Zero Credit Intern"
https://courses.illinois.edu/schedule/terms/MATH/402,MATH 402   Non Euclidean Geometry   credit: 3 or 4 Hours. ,"
Historical development of geometry; includes tacit assumptions made by Euclid; the discovery of non-Euclidean geometries; geometry as a mathematical structure; and an axiomatic development of plane geometry. 3 or 4 undergraduate hours. 3 or 4 graduate hours. 4 hours of credit requires approval of the instructor and department with completion of additional work of substance. Prerequisite: MATH 241; MATH 347 or MATH 348, or equivalent; or consent of instructor.This course satisfies the General Education Criteria for:Quantitative Reasoning II"
https://courses.illinois.edu/schedule/terms/MATH/403,MATH 403   Euclidean Geometry   credit: 3 or 4 Hours. ,"
Selected topics from geometry, including the nine-point circle, theorems of Cera and Menelaus, regular figures, isometries in the plane, ordered and affine geometries, and the inversive plane. 3 or 4 undergraduate hours. 3 or 4 graduate hours. 4 hours of credit requires approval of the instructor and department with completion of additional work of substance. Prerequisite: MATH 241; MATH 347 or 348, or equivalent; or consent of instructor.
"
https://courses.illinois.edu/schedule/terms/MATH/405,MATH 405   Teacher's Course   credit: 3 or 4 Hours. ,"
In-depth, advanced perspective look at selected topics covered in the secondary curriculum.  Connects mathematics learned at the university level to content introduced at the secondary level. Intended for students who plan to seek a secondary certificate in mathematics teaching. 3 or 4 undergraduate hours. 3 or 4 graduate hours. 4 hours of credit requires approval of the instructor and department with completion of additional work of substance. Prerequisite: MATH 241; MATH 347 or MATH 348, or equivalent; or consent of instructor.This course satisfies the General Education Criteria for:Quantitative Reasoning II"
https://courses.illinois.edu/schedule/terms/MATH/406,MATH 406   History of Calculus   credit: 3 or 4 Hours. ,"
Examination of the historical origins and genesis of the concepts of the calculus; includes mathematical developments from the ancient Greeks to the eighteenth century. 3 or 4 undergraduate hours. 3 or 4 graduate hours. 4 hours of credit requires approval of the instructor and department with completion of additional work of substance. Prerequisite: MATH 241 or equivalent.
"
https://courses.illinois.edu/schedule/terms/MATH/412,MATH 412   Graph Theory   credit: 3 or 4 Hours. ,"
Examines basic concepts and applications of graph theory, where graph refers to a set of vertices and edges that join some pairs of vertices; topics include subgraphs, connectivity, trees, cycles, vertex and edge coloring, planar graphs and their colorings. Draws applications from computer science, operations research, chemistry, the social sciences, and other branches of mathematics, but emphasis is placed on theoretical aspects of graphs. 3 or 4 undergraduate hours. 3 or 4 graduate hours. 4 hours of credit requires approval of the instructor and department with completion of additional work of substance. Prerequisite: MATH 347 or MATH 348 or equivalent experience or CS 374.
"
https://courses.illinois.edu/schedule/terms/MATH/413,MATH 413   Intro to Combinatorics   credit: 3 or 4 Hours. ,"
Permutations and combinations, generating functions, recurrence relations, inclusion and exclusion, Polya's theory of counting, and block designs. Same as CS 413. 3 undergraduate hours. 3 or 4 graduate hours. 4 hours of credit requires approval of the instructor and completion of additional work of substance. Prerequisite: MATH 347 or MATH 348 or equivalent experience.
"
https://courses.illinois.edu/schedule/terms/MATH/414,MATH 414   Mathematical Logic   credit: 3 or 4 Hours. ,"
Introduction to the formalization of mathematics and the study of axiomatic systems; expressive power of logical formulas; detailed treatment of propositional logical and predicate logic; compactness theorem and Godel completeness theorem, with applications to specific mathematical theories; algorithmic aspects of logical formulas. Proofs are emphasized in this course, which can serve as an introduction to abstract mathematics and rigorous proof; some ability to do mathematical reasoning required. 3 or 4 undergraduate hours. 3 or 4 graduate hours. 4 hours of credit requires approval of the instructor and department with completion of additional work of substance. Prerequisite: MATH 347 or MATH 348 or equivalent experience.This course satisfies the General Education Criteria for:Quantitative Reasoning II"
https://courses.illinois.edu/schedule/terms/MATH/415,MATH 415   Applied Linear Algebra   credit: 3 or 4 Hours. ,"
Introductory course emphasizing techniques of linear algebra with applications to engineering; topics include matrix operations, determinants, linear equations, vector spaces, linear transformations, eigenvalues, and eigenvectors, inner products and norms, orthogonality, equilibrium, and linear dynamical systems. 3 or 4 undergraduate hours. 3 or 4 graduate hours. Credit is not given for both MATH 415 and any of MATH 125, MATH 225, ASRM 406, or MATH 416. 4 hours of credit requires approval of the instructor and department with completion of additional work of substance. Prerequisite: MATH 241 or consent of instructor.
"
https://courses.illinois.edu/schedule/terms/MATH/416,MATH 416   Abstract Linear Algebra   credit: 3 or 4 Hours. ,"
Rigorous proof-oriented course in linear algebra. Topics include determinants, vector spaces over fields, linear transformations, inner product spaces, eigenvectors and eigenvalues, Hermitian matrices, Jordan Normal Form. 3 or 4 undergraduate hours. 3 or 4 graduate hours. Credit is not given for both MATH 416 and either ASRM 406 or MATH 415. 4 hours of credit requires approval of the instructor and department with completion of additional work of substance. Prerequisite: MATH 241 or consent of instructor; MATH 347 is recommended.
"
https://courses.illinois.edu/schedule/terms/MATH/417,MATH 417   Intro to Abstract Algebra   credit: 3 or 4 Hours. ,"
Fundamental theorem of arithmetic, congruences. Permutations. Groups and subgroups, homomorphisms. Group actions with applications. Polynomials. Rings, subrings, and ideals. Integral domains and fields. Roots of polynomials. Maximal ideals, construction of fields. 3 or 4 undergraduate hours. 3 or 4 graduate hours. 4 hours of credit requires approval of the instructor and department with completion of additional work of substance. Prerequisite: Either MATH 416 or one of ASRM 406, MATH 415 together with one of MATH 347, MATH 348, CS 374; or consent of instructor.
"
https://courses.illinois.edu/schedule/terms/MATH/418,MATH 418   Intro to Abstract Algebra II   credit: 3 or 4 Hours. ,"
Rings of quotients of an integral domain. Euclidean domains, principal ideal domains. Unique factorization in polynomial rings. Fields extensions, ruler and compass constructions. Finite fields with applications. Modules. Structure theorem for finitely generated modules over principal ideal domains. Application to finitely generated abelian groups and canonical forms of matrices. Introduction to error-correcting codes. 3 or 4 undergraduate hours. 3 or 4 graduate hours. 4 hours of credit requires approval of the instructor and department with completion of additional work of substance. Prerequisite: MATH 417 or consent of instructor.
"
https://courses.illinois.edu/schedule/terms/MATH/423,MATH 423   Differential Geometry   credit: 3 or 4 Hours. ,"
Applications of the calculus to the study of the shape and curvature of curves and surfaces; introduction to vector fields, differential forms on Euclidean spaces, and the method of moving frames for low- dimensional differential geometry. 3 or 4 undergraduate hours. 3 or 4 graduate hours. 4 hours of credit requires approval of the instructor and department with completion of additional work of substance. Prerequisite: MATH 241 or equivalent.
"
https://courses.illinois.edu/schedule/terms/MATH/424,MATH 424   Honors Real Analysis   credit: 3 Hours. ,"
A rigorous treatment of basic real analysis via metric spaces recommended for those who intend to pursue programs heavily dependent upon graduate level Mathematics. Metric space topics include continuity, compactness, completeness, connectedness and uniform convergence. Analysis topics include the theory of differentiation, Riemann-Darboux integration, sequences and series of functions, and interchange of limiting operations. As part of the honors sequence, this course will be rigorous and abstract. 3 undergraduate hours. No graduate credit. Credit is not given for both MATH 424 and either MATH 444 or MATH 447. Approved for honors grading. Prerequisite: An honors section of MATH 347 or an honors section of MATH 416, and consent of the department.
"
https://courses.illinois.edu/schedule/terms/MATH/425,MATH 425   Honors Advanced Analysis   credit: 3 Hours. ,"
A theoretical treatment of differential and integral calculus in higher dimensions. Topics include inverse and implicit function theorems, submanifolds, the theorems of Green, Gauss and Stokes, differential forms, and applications. As part of the honors sequence, this course will be rigorous and abstract. 3 undergraduate hours. No graduate credit. Approved for honors grading. Prerequisite: MATH 424 and either MATH 415 or MATH 416, and consent of the department.
"
https://courses.illinois.edu/schedule/terms/MATH/427,MATH 427   Honors Abstract Algebra   credit: 3 Hours. ,"
Group theory, counting formulae, factorization, modules with applications to Abelian groups and linear operators. As part of the honors sequence, this course will be rigorous and abstract. 3 undergraduate hours. No graduate credit. Approved for honors grading. Credit is not given for both MATH 427 and MATH 417. Prerequisite: Consent of the department is required. Prerequisite courses are either an honors section of MATH 416, or MATH 415 together with an honors section of MATH 347.
"
https://courses.illinois.edu/schedule/terms/MATH/428,MATH 428   Honors Topics in Mathematics   credit: 3 Hours. ,"
A capstone course in the Mathematics Honors Sequences. Topics will vary. As part of the honors sequence, this course will be rigorous and abstract. 3 undergraduate hours. No graduate credit. May be repeated in the same or separate terms to a maximum of 12 hours. Prerequisite: Consent of the department.
"
https://courses.illinois.edu/schedule/terms/MATH/432,MATH 432   Set Theory and Topology   credit: 3 or 4 Hours. ,"
Informal set theory, cardinal and ordinal numbers, and the axiom of choice; topology of metric spaces and introduction to general topological spaces. 3 or 4 undergraduate hours. 3 or 4 graduate hours. 4 hours of credit requires approval of the instructor and department with completion of additional work of substance. Prerequisite: MATH 347 or MATH 348 or consent of instructor.
"
https://courses.illinois.edu/schedule/terms/MATH/439,MATH 439   Philosophy of Mathematics   credit: 3 or 4 Hours. ,"
Same as PHIL 439. See PHIL 439.
"
https://courses.illinois.edu/schedule/terms/MATH/441,MATH 441   Differential Equations   credit: 3 or 4 Hours. ,"
Basic course in ordinary differential equations; topics include existence and uniqueness of solutions and the general theory of linear differential equations; treatment is more rigorous than that given in MATH 285. 3 or 4 undergraduate hours. 3 or 4 graduate hours. Credit is not given for both MATH 441 and any of MATH 284, MATH 285, MATH 286. 4 hours of credit requires approval of the instructor and completion of additional work of substance. Prerequisite: MATH 241; MATH 347 or MATH 348 is recommended.
"
https://courses.illinois.edu/schedule/terms/MATH/442,MATH 442   Intro Partial Diff Equations   credit: 3 or 4 Hours. ,"
Introduces partial differential equations, emphasizing the wave, diffusion and potential (Laplace) equations. Focuses on understanding the physical meaning and mathematical properties of solutions of partial differential equations. Includes fundamental solutions and transform methods for problems on the line, as well as separation of variables using orthogonal series for problems in regions with boundary. Covers convergence of Fourier series in detail. 3 or 4 undergraduate hours. 3 or 4 graduate hours. 4 hours of credit requires approval of the instructor and completion of additional work of substance. Prerequisite: One of MATH 284, MATH 285, MATH 286, MATH 441.
"
https://courses.illinois.edu/schedule/terms/MATH/444,MATH 444   Elementary Real Analysis   credit: 3 or 4 Hours. ,"
Careful treatment of the theoretical aspects of the calculus of functions of a real variable intended for those who do not plan to take graduate courses in Mathematics. Topics include the real number system, limits, continuity, derivatives, and the Riemann integral. 3 or 4 undergraduate hours. 3 or 4 graduate hours. Credit is not given for both MATH 444 and either MATH 424 or MATH 447. 4 hours of credit requires approval of the instructor and department with completion of additional work of substance. Prerequisite: MATH 241; MATH 347 or MATH 348, or equivalent.
"
https://courses.illinois.edu/schedule/terms/MATH/446,MATH 446   Applied Complex Variables   credit: 3 or 4 Hours. ,"
For students who desire a working knowledge of complex variables; covers the standard topics and gives an introduction to integration by residues, the argument principle, conformal maps, and potential fields. Students desiring a systematic development of the foundations of the subject should take MATH 448. 3 or 4 undergraduate hours. 3 or 4 graduate hours.  Credit is not given for both MATH 446 and MATH 448. 4 hours of credit requires approval of the instructor and department with completion of additional work of substance. Prerequisite: MATH 241.
"
https://courses.illinois.edu/schedule/terms/MATH/447,MATH 447   Real Variables   credit: 3 or 4 Hours. ,"
Careful development of elementary real analysis for those who intend to take graduate courses in Mathematics. Topics include completeness property of the real number system; basic topological properties of n-dimensional space; convergence of numerical sequences and series of functions; properties of continuous functions; and basic theorems concerning differentiation and Riemann integration. 3 undergraduate hours. 3 or 4 graduate hours. Credit is not given for both MATH 447 and either MATH 424 or MATH 444. 4 hours of credit requires approval of the instructor and completion of additional work of substance. Prerequisite: MATH 241 or equivalent; junior standing; MATH 347 or MATH 348, or equivalent experience; or consent of instructor.
"
https://courses.illinois.edu/schedule/terms/MATH/448,MATH 448   Complex Variables   credit: 3 or 4 Hours. ,"
For students who desire a rigorous introduction to the theory of functions of a complex variable; topics include Cauchy's theorem, the residue theorem, the maximum modulus theorem, Laurent series, the fundamental theorem of algebra, and the argument principle. 3 or 4 undergraduate hours. 3 or 4 graduate hours. Credit is not given for both MATH 448 and MATH 446. 4 hours of credit requires approval of the instructor and department with completion of additional work of substance. Prerequisite: MATH 447.
"
https://courses.illinois.edu/schedule/terms/MATH/450,MATH 450   Numerical Analysis   credit: 3 or 4 Hours. ,"
Same as CS 450, CSE 401 and ECE 491. See CS 450.
"
https://courses.illinois.edu/schedule/terms/MATH/453,MATH 453   Elementary Theory of Numbers   credit: 3 or 4 Hours. ,"
Basic introduction to the theory of numbers. Core topics include divisibility, primes and factorization, congruences, arithmetic functions, quadratic residues and quadratic reciprocity, primitive roots and orders. Additional topics covered at the discretion of the instructor include sums of squares, Diophantine equations, continued fractions, Farey fractions, recurrences, and applications to primality testing and cryptopgraphy. 3 or 4 undergraduate hours. 3 or 4 graduate hours. 4 hours of credit requires approval of the instructor and department with completion of additional work of substance. Prerequisite: MATH 241 or equivalent.This course satisfies the General Education Criteria for:Quantitative Reasoning II"
https://courses.illinois.edu/schedule/terms/MATH/461,MATH 461   Probability Theory   credit: 3 or 4 Hours. ,"
Introduction to mathematical probability; includes the calculus of probability, combinatorial analysis, random variables, expectation, distribution functions, moment-generating functions, and central limit theorem. 3 or 4 undergraduate hours. 3 or 4 graduate hours. Credit is not given for both MATH 461 and either MATH 408 or ECE 313. 4 hours of credit requires approval of the instructor and department with completion of additional work of substance. Prerequisite: MATH 241 or equivalent.
"
https://courses.illinois.edu/schedule/terms/MATH/463,MATH 463   Statistics and Probability I   credit: 4 Hours. ,"
Same as STAT 400. See STAT 400.
"
https://courses.illinois.edu/schedule/terms/MATH/464,MATH 464   Statistics and Probability II   credit: 3 or 4 Hours. ,"
Same as STAT 410. See STAT 410.
"
https://courses.illinois.edu/schedule/terms/MATH/473,MATH 473   Algorithms   credit: 4 Hours. ,"
Same as CS 473 and CSE 414. See CS 473.
"
https://courses.illinois.edu/schedule/terms/MATH/475,MATH 475   Formal Models of Computation   credit: 3 or 4 Hours. ,"
Same as CS 475. See CS 475.
"
https://courses.illinois.edu/schedule/terms/MATH/481,MATH 481   Vector and Tensor Analysis   credit: 3 or 4 Hours. ,"
Introductory course in modern differential geometry focusing on examples, broadly aimed at students in mathematics, the sciences, and engineering. Emphasis on rigorously presented concepts, tools and ideas rather than on proofs. The topics covered include differentiable manifolds, tangent spaces and orientability; vector and tensor fields; differential forms; integration on manifolds and Generalized Stokes Theorem; Riemannian metrics, Riemannian connections and geodesics. Applications to configuration and phase spaces, Maxwell equations and relativity theory will be discussed. 3 or 4 undergraduate hours. 3 or 4 graduate hours. 4 hours of credit requires approval of the instructor and department with completion of additional work of substance. Prerequisite: MATH 241 and one of MATH 415 or MATH 416 or equivalent.
"
https://courses.illinois.edu/schedule/terms/MATH/482,MATH 482   Linear Programming   credit: 3 or 4 Hours. ,"
Rigorous introduction to a wide range of topics in optimization, including a thorough treatment of basic ideas of linear programming, with additional topics drawn from numerical considerations, linear complementarity, integer programming and networks, polyhedral methods. 3 or 4 undergraduate hours. 3 or 4 graduate hours. 4 hours of credit requires approval of the instructor and department with completion of additional work of substance. Prerequisite: ASRM 406, MATH 415, or MATH 416.
"
https://courses.illinois.edu/schedule/terms/MATH/484,MATH 484   Nonlinear Programming   credit: 3 or 4 Hours. ,"
Iterative and analytical solutions of constrained and unconstrained problems of optimization; gradient and conjugate gradient solution methods; Newton's method, Lagrange multipliers, duality and the Kuhn-Tucker theorem; and quadratic, convex, and geometric programming. 3 or 4 undergraduate hours. 3 or 4 graduate hours. 4 hours of credit requires approval of the instructor and department with completion of additional work of substance. Prerequisite: MATH 241; MATH 347 or MATH 348; or equivalent; MATH 415 or equivalent; or consent of instructor.
"
https://courses.illinois.edu/schedule/terms/MATH/487,MATH 487   Advanced Engineering Math   credit: 3 or 4 Hours. ,"
Complex linear algebra, inner product spaces, Fourier transforms and analysis of boundary value problems, Sturm-Liouville theory. Same as ECE 493. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: One of MATH 284, MATH 285, MATH 286, MATH 441.
"
